prefix,resource,organisation,reference,entity
special-area-of-conservation,,,UK0012549,14800000
special-area-of-conservation,,,UK0012550,14800001
special-area-of-conservation,,,UK0012552,14800002
special-area-of-conservation,,,UK0012553,14800003
special-area-of-conservation,,,UK0012557,14800004
special-area-of-conservation,,,UK0012559,14800005
special-area-of-conservation,,,UK0012570,14800006
special-area-of-conservation,,,UK0012584,14800007
special-area-of-conservation,,,UK0012585,14800008
special-area-of-conservation,,,UK0012586,14800009
special-area-of-conservation,,,UK0012587,14800010
special-area-of-conservation,,,UK0012599,14800011
special-area-of-conservation,,,UK0012602,14800012
special-area-of-conservation,,,UK0012604,14800013
special-area-of-conservation,,,UK0012642,14800014
special-area-of-conservation,,,UK0012643,14800015
special-area-of-conservation,,,UK0012646,14800016
special-area-of-conservation,,,UK0012647,14800017
special-area-of-conservation,,,UK0012650,14800018
special-area-of-conservation,,,UK0012658,14800019
special-area-of-conservation,,,UK0012672,14800020
special-area-of-conservation,,,UK0012679,14800021
special-area-of-conservation,,,UK0012681,14800022
special-area-of-conservation,,,UK0012683,14800023
special-area-of-conservation,,,UK0012691,14800024
special-area-of-conservation,,,UK0012715,14800025
special-area-of-conservation,,,UK0012716,14800026
special-area-of-conservation,,,UK0012720,14800027
special-area-of-conservation,,,UK0012723,14800028
special-area-of-conservation,,,UK0012724,14800029
special-area-of-conservation,,,UK0012727,14800030
special-area-of-conservation,,,UK0012734,14800031
special-area-of-conservation,,,UK0012735,14800032
special-area-of-conservation,,,UK0012740,14800033
special-area-of-conservation,,,UK0012741,14800034
special-area-of-conservation,,,UK0012745,14800035
special-area-of-conservation,,,UK0012749,14800036
special-area-of-conservation,,,UK0012767,14800037
special-area-of-conservation,,,UK0012768,14800038
special-area-of-conservation,,,UK0012770,14800039
special-area-of-conservation,,,UK0012782,14800040
special-area-of-conservation,,,UK0012789,14800041
special-area-of-conservation,,,UK0012793,14800042
special-area-of-conservation,,,UK0012795,14800043
special-area-of-conservation,,,UK0012799,14800044
special-area-of-conservation,,,UK0012801,14800045
special-area-of-conservation,,,UK0012804,14800046
special-area-of-conservation,,,UK0012809,14800047
special-area-of-conservation,,,UK0012810,14800048
special-area-of-conservation,,,UK0012816,14800049
special-area-of-conservation,,,UK0012817,14800050
special-area-of-conservation,,,UK0012826,14800051
special-area-of-conservation,,,UK0012831,14800052
special-area-of-conservation,,,UK0012832,14800053
special-area-of-conservation,,,UK0012833,14800054
special-area-of-conservation,,,UK0012834,14800055
special-area-of-conservation,,,UK0012835,14800056
special-area-of-conservation,,,UK0012836,14800057
special-area-of-conservation,,,UK0012838,14800058
special-area-of-conservation,,,UK0012844,14800059
special-area-of-conservation,,,UK0012845,14800060
special-area-of-conservation,,,UK0012882,14800061
special-area-of-conservation,,,UK0012883,14800062
special-area-of-conservation,,,UK0012889,14800063
special-area-of-conservation,,,UK0012890,14800064
special-area-of-conservation,,,UK0012892,14800065
special-area-of-conservation,,,UK0012912,14800066
special-area-of-conservation,,,UK0012915,14800067
special-area-of-conservation,,,UK0012923,14800068
special-area-of-conservation,,,UK0012929,14800069
special-area-of-conservation,,,UK0012960,14800070
special-area-of-conservation,,,UK0012970,14800071
special-area-of-conservation,,,UK0013011,14800072
special-area-of-conservation,,,UK0013016,14800073
special-area-of-conservation,,,UK0013025,14800074
special-area-of-conservation,,,UK0013027,14800075
special-area-of-conservation,,,UK0013030,14800076
special-area-of-conservation,,,UK0013031,14800077
special-area-of-conservation,,,UK0013036,14800078
special-area-of-conservation,,,UK0013043,14800079
special-area-of-conservation,,,UK0013047,14800080
special-area-of-conservation,,,UK0013059,14800081
special-area-of-conservation,,,UK0013076,14800082
special-area-of-conservation,,,UK0013077,14800083
special-area-of-conservation,,,UK0013104,14800084
special-area-of-conservation,,,UK0013107,14800085
special-area-of-conservation,,,UK0013111,14800086
special-area-of-conservation,,,UK0013112,14800087
special-area-of-conservation,,,UK0013114,14800088
special-area-of-conservation,,,UK0013577,14800089
special-area-of-conservation,,,UK0013595,14800090
special-area-of-conservation,,,UK0013658,14800091
special-area-of-conservation,,,UK0013690,14800092
special-area-of-conservation,,,UK0013694,14800093
special-area-of-conservation,,,UK0013696,14800094
special-area-of-conservation,,,UK0013697,14800095
special-area-of-conservation,,,UK0014774,14800096
special-area-of-conservation,,,UK0014775,14800097
special-area-of-conservation,,,UK0014776,14800098
special-area-of-conservation,,,UK0014777,14800099
special-area-of-conservation,,,UK0014778,14800100
special-area-of-conservation,,,UK0014780,14800101
special-area-of-conservation,,,UK0014782,14800102
special-area-of-conservation,,,UK0014794,14800103
special-area-of-conservation,,,UK0016254,14800104
special-area-of-conservation,,,UK0016372,14800105
special-area-of-conservation,,,UK0016373,14800106
special-area-of-conservation,,,UK0017072,14800107
special-area-of-conservation,,,UK0017073,14800108
special-area-of-conservation,,,UK0017075,14800109
special-area-of-conservation,,,UK0017076,14800110
special-area-of-conservation,,,UK0017097,14800111
special-area-of-conservation,,,UK0019833,14800112
special-area-of-conservation,,,UK0019834,14800113
special-area-of-conservation,,,UK0019838,14800114
special-area-of-conservation,,,UK0019857,14800115
special-area-of-conservation,,,UK0019859,14800116
special-area-of-conservation,,,UK0019861,14800117
special-area-of-conservation,,,UK0019863,14800118
special-area-of-conservation,,,UK0019864,14800119
special-area-of-conservation,,,UK0019865,14800120
special-area-of-conservation,,,UK0019866,14800121
special-area-of-conservation,,,UK0030031,14800122
special-area-of-conservation,,,UK0030032,14800123
special-area-of-conservation,,,UK0030033,14800124
special-area-of-conservation,,,UK0030034,14800125
special-area-of-conservation,,,UK0030035,14800126
special-area-of-conservation,,,UK0030036,14800127
special-area-of-conservation,,,UK0030037,14800128
special-area-of-conservation,,,UK0030038,14800129
special-area-of-conservation,,,UK0030039,14800130
special-area-of-conservation,,,UK0030040,14800131
special-area-of-conservation,,,UK0030043,14800132
special-area-of-conservation,,,UK0030044,14800133
special-area-of-conservation,,,UK0030048,14800134
special-area-of-conservation,,,UK0030051,14800135
special-area-of-conservation,,,UK0030052,14800136
special-area-of-conservation,,,UK0030053,14800137
special-area-of-conservation,,,UK0030054,14800138
special-area-of-conservation,,,UK0030056,14800139
special-area-of-conservation,,,UK0030057,14800140
special-area-of-conservation,,,UK0030058,14800141
special-area-of-conservation,,,UK0030059,14800142
special-area-of-conservation,,,UK0030060,14800143
special-area-of-conservation,,,UK0030061,14800144
special-area-of-conservation,,,UK0030063,14800145
special-area-of-conservation,,,UK0030064,14800146
special-area-of-conservation,,,UK0030065,14800147
special-area-of-conservation,,,UK0030076,14800148
special-area-of-conservation,,,UK0030080,14800149
special-area-of-conservation,,,UK0030082,14800150
special-area-of-conservation,,,UK0030085,14800151
special-area-of-conservation,,,UK0030086,14800152
special-area-of-conservation,,,UK0030087,14800153
special-area-of-conservation,,,UK0030091,14800154
special-area-of-conservation,,,UK0030093,14800155
special-area-of-conservation,,,UK0030095,14800156
special-area-of-conservation,,,UK0030098,14800157
special-area-of-conservation,,,UK0030100,14800158
special-area-of-conservation,,,UK0030103,14800159
special-area-of-conservation,,,UK0030106,14800160
special-area-of-conservation,,,UK0030107,14800161
special-area-of-conservation,,,UK0030115,14800162
special-area-of-conservation,,,UK0030126,14800163
special-area-of-conservation,,,UK0030130,14800164
special-area-of-conservation,,,UK0030131,14800165
special-area-of-conservation,,,UK0030133,14800166
special-area-of-conservation,,,UK0030135,14800167
special-area-of-conservation,,,UK0030138,14800168
special-area-of-conservation,,,UK0030140,14800169
special-area-of-conservation,,,UK0030142,14800170
special-area-of-conservation,,,UK0030147,14800171
special-area-of-conservation,,,UK0030148,14800172
special-area-of-conservation,,,UK0030150,14800173
special-area-of-conservation,,,UK0030151,14800174
special-area-of-conservation,,,UK0030162,14800175
special-area-of-conservation,,,UK0030164,14800176
special-area-of-conservation,,,UK0030165,14800177
special-area-of-conservation,,,UK0030166,14800178
special-area-of-conservation,,,UK0030167,14800179
special-area-of-conservation,,,UK0030168,14800180
special-area-of-conservation,,,UK0030170,14800181
special-area-of-conservation,,,UK0030175,14800182
special-area-of-conservation,,,UK0030178,14800183
special-area-of-conservation,,,UK0030184,14800184
special-area-of-conservation,,,UK0030198,14800185
special-area-of-conservation,,,UK0030200,14800186
special-area-of-conservation,,,UK0030203,14800187
special-area-of-conservation,,,UK0030222,14800188
special-area-of-conservation,,,UK0030225,14800189
special-area-of-conservation,,,UK0030228,14800190
special-area-of-conservation,,,UK0030232,14800191
special-area-of-conservation,,,UK0030234,14800192
special-area-of-conservation,,,UK0030235,14800193
special-area-of-conservation,,,UK0030237,14800194
special-area-of-conservation,,,UK0030238,14800195
special-area-of-conservation,,,UK0030241,14800196
special-area-of-conservation,,,UK0030242,14800197
special-area-of-conservation,,,UK0030246,14800198
special-area-of-conservation,,,UK0030248,14800199
special-area-of-conservation,,,UK0030250,14800200
special-area-of-conservation,,,UK0030252,14800201
special-area-of-conservation,,,UK0030253,14800202
special-area-of-conservation,,,UK0030256,14800203
special-area-of-conservation,,,UK0030257,14800204
special-area-of-conservation,,,UK0030258,14800205
special-area-of-conservation,,,UK0030265,14800206
special-area-of-conservation,,,UK0030266,14800207
special-area-of-conservation,,,UK0030267,14800208
special-area-of-conservation,,,UK0030270,14800209
special-area-of-conservation,,,UK0030275,14800210
special-area-of-conservation,,,UK0030276,14800211
special-area-of-conservation,,,UK0030280,14800212
special-area-of-conservation,,,UK0030282,14800213
special-area-of-conservation,,,UK0030283,14800214
special-area-of-conservation,,,UK0030284,14800215
special-area-of-conservation,,,UK0030285,14800216
special-area-of-conservation,,,UK0030292,14800217
special-area-of-conservation,,,UK0030293,14800218
special-area-of-conservation,,,UK0030295,14800219
special-area-of-conservation,,,UK0030299,14800220
special-area-of-conservation,,,UK0030301,14800221
special-area-of-conservation,,,UK0030302,14800222
special-area-of-conservation,,,UK0030304,14800223
special-area-of-conservation,,,UK0030306,14800224
special-area-of-conservation,,,UK0030310,14800225
special-area-of-conservation,,,UK0030328,14800226
special-area-of-conservation,,,UK0030329,14800227
special-area-of-conservation,,,UK0030330,14800228
special-area-of-conservation,,,UK0030331,14800229
special-area-of-conservation,,,UK0030332,14800230
special-area-of-conservation,,,UK0030333,14800231
special-area-of-conservation,,,UK0030334,14800232
special-area-of-conservation,,,UK0030335,14800233
special-area-of-conservation,,,UK0030336,14800234
special-area-of-conservation,,,UK0030337,14800235
special-area-of-conservation,,,UK0030338,14800236
special-area-of-conservation,,,UK0030339,14800237
special-area-of-conservation,,,UK0030349,14800238
special-area-of-conservation,,,UK0030350,14800239
special-area-of-conservation,,,UK0030362,14800240
special-area-of-conservation,,,UK0030366,14800241
special-area-of-conservation,,,UK0030367,14800242
special-area-of-conservation,,,UK0030369,14800243
special-area-of-conservation,,,UK0030370,14800244
special-area-of-conservation,,,UK0030371,14800245
special-area-of-conservation,,,UK0030372,14800246
special-area-of-conservation,,,UK0030373,14800247
special-area-of-conservation,,,UK0030374,14800248
special-area-of-conservation,,,UK0030375,14800249
special-area-of-conservation,,,UK0030376,14800250
special-area-of-conservation,,,UK0030377,14800251
special-area-of-conservation,,,UK0030378,14800252
special-area-of-conservation,,,UK0030382,14800253
special-area-of-conservation,,,UK0030395,14800254
special-area-of-conservation,,,UK0030396,14800255
